央视,#genre#
东方卫视,https://iptv.luas.edu.cn/liverespath/4015e6015b3b818a4cbc2247960b8536a3cd0153/0d87647423-0-0-dfb8e32f349e649fa82256fe83250a9a/index.m3u8
安徽卫视,https://iptv.luas.edu.cn/liverespath/6e91e17de838dbf7c77f9ed8e41726bd4a1516f5/422b1ad4fd-0-0-03f3fcb2a4aeb27d7915419e9d0f0d61/index.m3u8
内蒙古卫视,https://iptv.luas.edu.cn/liverespath/5a601b122fcaacb6480b65cb74ee8f76347020d6/aae176985f-0-0-f061a231739c0eef9eedd7098db170e9/index.m3u8
黑龙江卫视,https://iptv.luas.edu.cn/liverespath/fe1745c7599e85d0a34fa0ad3986ef25c2ed7c6f/9ab87d96e7-0-0-8a2df2ee980912d8ac7804f2286482db/index.m3u8
辽宁卫视,https://iptv.luas.edu.cn/liverespath/73aedb8ffd21b3b8afe4664591d4cb3a5cced827/8936401008-0-0-221303a1ba673859565eb1f80994c321/index.m3u8
深圳卫视,https://iptv.luas.edu.cn/liverespath/536ebe8b7165b25c8670e42eb8b7b4b6d178f158/085fcbef75-0-0-665c13aa80e2eb631a7d8e3e98c94b07/index.m3u8
广东卫视,https://iptv.luas.edu.cn/liverespath/57e80ee85ec1f4e523e1bca55f5a676abd292db8/15e00532c5-0-0-f8afedb62ed5c0308ca616fca9aa3a6c/index.m3u8
天津卫视,https://iptv.luas.edu.cn/liverespath/41433c450cf4747cf2600adecc560bc90f344182/7d8a017fce-0-0-bee31d0ebf08ec55a9c6aae43aa04d02/index.m3u8
湖北卫视,https://iptv.luas.edu.cn/liverespath/a8e4cf2bade25844b998d7743d83331412ea841f/54956ea315-0-0-654b42e4baba402db524b7b60106a01b/index.m3u8
山东卫视,https://iptv.luas.edu.cn/liverespath/8b205af319dcc92c60a69a96423af21b24a29ca0/88adefa814-0-0-711eccb128ef4748b97633c50741a489/index.m3u8
重庆卫视,https://iptv.luas.edu.cn/liverespath/b14734af7f740eb61419248c57e25551a7d1093f/e649369c62-0-0-985b5ec260cb34a31d46af6e78a0cdae/index.m3u8
四川卫视,https://iptv.luas.edu.cn/liverespath/ca3f021632b48e6960797776657926074723d276/c6332a897d-0-0-f99cfe63216943c7765464267daa4857/index.m3u8
东南卫视,https://iptv.luas.edu.cn/liverespath/7a202b5f39c56db4ca3ca7a3dc21b073c9bc472a/bf2079415e-0-0-ce936327a3c2114f04f9b5dc762c8f17/index.m3u8
河北卫视,https://iptv.luas.edu.cn/liverespath/0d0303a991ca71e06290b546e34104dbe0d0c64a/00255fbdf5-0-0-35b9d761e7ced8291ed9d9b7dc409dad/index.m3u8
江西卫视,https://iptv.luas.edu.cn/liverespath/5262d7f97311b82a4a460f3b8221e4a7d394c2c0/5d72ea47eb-0-0-bfabaac50a62d10683c8197c88ced0a7/index.m3u8
山西卫视,http://218.17.196.234:9901/tsfile/live/0118_1.m3u8
吉林卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225598/index.m3u8
江苏卫视,https://iptv.luas.edu.cn/liverespath/0be64515076e489456de2f33e7b58ff1b392d3b3/8c0352e42d-0-0-2529f61c8f420136013f1ab8a93169c3/index.m3u8
江苏卫视,http://218.17.196.234:9901/tsfile/live/0127_1.m3u8
安徽卫视,https://iptv.luas.edu.cn/liverespath/6e91e17de838dbf7c77f9ed8e41726bd4a1516f5/494a63d492-0-0-94541fa104bd30ce82410455ab950402/index.m3u8
安徽卫视,http://218.17.196.234:9901/tsfile/live/0130_1.m3u8
湖北卫视,https://iptv.luas.edu.cn/liverespath/a8e4cf2bade25844b998d7743d83331412ea841f/09ef2cf7aa-0-0-41178ff5e45faa352937baadccc115df/index.m3u8
广东卫视,http://cfss.cc/api/ysp/gdws.m3u8
广东卫视,https://iptv.luas.edu.cn/liverespath/57e80ee85ec1f4e523e1bca55f5a676abd292db8/0ff9a42344-0-0-0eb4f8fe53cdbc02d1db696ecc425752/index.m3u8
广西卫视,http://live.gxrb.com.cn/tv/gxtvlive03/index.m3u8
海南卫视,http://livelyws.chinamcache.com/lyws/zb01.m3u8
海南卫视,https://iptv.luas.edu.cn/liverespath/6439a34cf7b96bdfd8c4234fc91cb4912c9becd1/a9d3355361-0-0-9516fa9fec91286e254ead3ca0961a27/index.m3u8
重庆卫视,https://iptv.luas.edu.cn/liverespath/b14734af7f740eb61419248c57e25551a7d1093f/5255a86445-0-0-4ce4f2e82145e9bc39b5b4ccd7cce4a0/index.m3u8
贵州卫视,https://iptv.luas.edu.cn/liverespath/11e39871ee899ed6c7bddadb1c83cbd658562297/bd25603388-0-0-014fe4fb21acfc8414f969b38a29037c/index.m3u8
西藏卫视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel66/index.m3u8
陕西卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel55/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8
甘肃卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1590536221_1219061924/envivo_v/2018/SD/gansu/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261933&timezone=UTC&mtv_session=c42270b736c7f7ad784d63391d3520bc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9de29b7faceedf77d9b5796d2c8448a3&咪咕
宁夏卫视,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1590245808_-2084121214/envivo_x/2018/SD/ningxia/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261057&timezone=UTC&mtv_session=83a38128827a852ce1724296852f857e&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=17f4b89974b2ed1e654453d44f9968b1&咪咕
新疆卫视,https://iptv.luas.edu.cn/liverespath/d75bf52e702ca0fb44344fc2e86e7675ac112ec7/da8869bb58-0-0-456269e3068e187c614daaeee51bb7fb/index.m3u8



福建,#genre#
福建·综合,http://p2.weizan.cn/11844069/132114573749498521/live.m3u8
福建·福州综合,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福建·福州影视,http://live.zohi.tv/video/s10001-fztv-2/index.m3u8
福建·福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福建·福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
福建·泉州1,rtmp://live.qztv.cn/live/news
福建·泉州4,rtmp://live.qztv.cn/live/mny
福建·三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
福建·三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8
福建·龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
福建·龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
福建·晋江电视台,http://stream.jinjiang.tv/1/sd/live.m3u8
福建·莆田公共,http://api.mydianshijia.com/gslb/live?stream_id=py_pt2&type=.m3u8
福建·将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8
福建·泰宁综合,https://p2.weizan.cn/2123201810/941522397962841708/live.m3u8
福建·霞浦综合,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8
福建·石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8
福建·新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
福建·永安综合,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8
福建·漳州一套,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
福建·永泰综合,http://ytrmtzx.com:8278/yongtaipindao1/playlist.m3u8


港•澳•台,#genre#
凤凰资讯, http://r.jdshipin.com/0Rp07
凤凰资讯, http://php.17186.eu.org/phtv/fhzx.m3u8
凤凰资讯, http://113.117.74.18:8081/hls/36/index.m3u8
凤凰资讯, http://198.16.100.90:8278/phoenixinfo_hd/playlist.m3u8?tid=MC1C1591244615912446&ct=19225&tsum=a4fd6441d252c98ea603b13ef749a84e
凤凰资讯, http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44
凤凰资讯, http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8
凤凰资讯, http://82.115.12.123:8080/live/play/TkhocFFsRlJWWEZHU2t4WU5FWTFaVzFDYzJ0VlIxaFlTMHhQVEZKdFJURmtlWE5wV0daU2JYSkhSVDA9/156407
凤凰资讯, http://210.210.155.37/session/78cca564-8b8a-11ee-8da8-b3c488b6c752/qwr9ew/s/s21/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Phoenix
凤凰中文, http://r.jdshipin.com/cCCzW
凤凰中文, http://php.17186.eu.org/phtv/fhzw.m3u8
凤凰中文, http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52003/index.m3u8
中天新聞, http://198.16.100.90:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中天綜合, http://198.16.100.90:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
中天綜合, http://50.7.238.114:8278/ctizhonghe/playlist.m3u8?ct=19193&tid=MBBB1520797915207979&tsum=3a6f7f0c591c2ec6678d51b741f290b2
中天綜合, http://50.7.238.114:8278/ctizhonghe/playlist.m3u8?tid=MBBB1520797915207979&ct=19193&tsum=3a6f7f0c591c2ec6678d51b741f290b2
人間衛視, https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w614428743.m3u8
緯來體育, https://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
ELEVEN體育,http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
TVBS,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8


🔞河北彩花YYDS_0595,#genre#
ssis-129河北彩花,https://t12.cdn2020.com:12337/video/m3u8/2021/10/11/144262e9/index.m3u8
ssis-158河北彩花,https://video19.tangrenfuli.com/video/20220321/3b0af7b20f641bfe6482b83753d354c8/index.m3u8
ssis-158河北彩花,https://t12.cdn2020.com:12337/video/m3u8/2021/10/06/01ee1dce/index.m3u8
ssis-194河北彩花,https://t12.cdn2020.com:12337/video/m3u8/2021/10/06/667f6ab4/index.m3u8
SSNI-216河北彩花,http://videocdn.dlyilian.com:8091/20181231/SKLN0TRY216/index.m3u8
ssis-252河北彩花,https://play92332.com/20211205/gWRZcJHT/1703kb/hls/index.m3u8
SSNI-266河北彩花,http://videocdn.dlyilian.com:8091/20190101/SQKI4GRL266/index.m3u8
ssis-280河北彩花,https://t15.cdn2020.com:12339/video/m3u8/2022/01/23/71518e15/index.m3u8
ssis-308河北彩花,https://t16.cdn2020.com:12340/video/m3u8/2022/02/16/4ca0e556/index.m3u8
ssis-361河北彩花,https://t17.cdn2020.com:12341/video/m3u8/2022/03/29/5e6c7ad8/index.m3u8


🔞玩偶_0595,#genre#
《兩周年JK特別版》狂肏清純少女蜜鮑,https://j9.avstatic.com/contents/videos/33000/33044/index.m3u8
衝浪少女的碎碎念,https://j9.avstatic.com/contents/videos/35000/35874/index.m3u8
风花雪「第一视角」,https://j9.avstatic.com/contents/videos/30000/30135/index.m3u8
风花雪「第三视角」,https://j9.avstatic.com/contents/videos/30000/30129/index.m3u8
风花雪「足爱」,https://j9.avstatic.com/contents/videos/30000/30153/index.m3u8
风花雪「坐爱」,https://j9.avstatic.com/contents/videos/30000/30148/index.m3u8
风花雪「后爱」,https://j9.avstatic.com/contents/videos/30000/30126/index.m3u8
风花雪「乐爱」,https://j9.avstatic.com/contents/videos/30000/30143/index.m3u8
风花雪「指爱」,https://j9.avstatic.com/contents/videos/30000/30128/index.m3u8
情侣游戏 特别篇「Couple Games Special」,https://j9.avstatic.com/contents/videos/28000/28822/index.m3u8
玩偶•橘子猫「合作集」,https://v4.cvhlscdn.com/20230426/guDLBTn8/hls/index.m3u8
真心话大冒险「情人节特辑」,https://v4.cvhlscdn.com/20230311/soCDcqfB/hls/index.m3u8?
新季里的某一天「新年开作2023」,https://v4.cvhlscdn.com/20230216/iw7LeEbx/hls/index.m3u8?
情侣游戏 零,https://v4.cvhlscdn.com/20221204/dDLVEjQM/hls/index.m3u8
情侣游戏 壹,https://v4.cvhlscdn.com/20230129/zqeHgwbd/hls/index.m3u8情侣游戏 特别篇「Couple Games Special」,https://j9.avstatic.com/contents/videos/28000/28822/index.m3u8
玩偶•橘子猫「合作集」,https://v4.cvhlscdn.com/20230426/guDLBTn8/hls/index.m3u8
真心话大冒险「情人节特辑」,https://v4.cvhlscdn.com/20230311/soCDcqfB/hls/index.m3u8?
新季里的某一天「新年开作2023」,https://v4.cvhlscdn.com/20230216/iw7LeEbx/hls/index.m3u8?
情侣游戏 零,https://v4.cvhlscdn.com/20221204/dDLVEjQM/hls/index.m3u8
情侣游戏 壹,https://v4.cvhlscdn.com/20230129/zqeHgwbd/hls/index.m3u8
一日女友的漂亮姐姐 上,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/ph/gr/7v/78/af7b145ecae246b2ac79cecb6f47f6ad.m3u8?
一日女友的漂亮姐姐 中,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/j3/i6/yf/uj/4c59de88250d4dce94d5e5260a48468a.m3u8?
一日女友的漂亮姐姐 下,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/zh/k6/r5/4l/88/60aac9f4edee40078853a86817ead1ff.m3u8?
一日女友的漂亮姐姐 番外  ASMR姐姐的梦境,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/74/oh/ov/ky/be6214b2998f4f33a65d8e879fc77c8e.m3u8?
一日女友的漂亮姐姐 番外篇二 热恋海岸线,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/zh/yu/mt/0k/df/68768a0f7843400c91a65843e069f9fa.m3u8?
森林00-她的妄想,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/8c/sf/lc/5c/34774a9c12b649619c8f4049759c35bf.m3u8?
森林01-相遇,https://gcyivjc.qrneryt.com/api/app/media/m3u8/zh/q9/cf/me/5p/453774d191ce481d9714925f1fba72bc.m3u8?
森林02-欺骗,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/jm/jr/pg/bh/03dd6e239b5c40ceb3b156344a64b372.m3u8?
森林03-碎裂,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/si/p3/76/69/ff14c7c54f1143ddaacac8810fdb8e90.m3u8?
森林04-吴可玖瑶(终),https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/qy/fi/ih/p7/dd522f6b3bd64097ba0e4350b9e65e1c.m3u8?
夏日回忆1,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/b3/tk/kw/y1/4cbb66dfcd884546994ebf0fe557635d.m3u8?
夏日回忆2,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/8v/45/pi/sf/049e460a47e94faabd6e1b7bda0bb6ba.m3u8?
夏日回忆3,https://v4.cvhlscdn.com/20220102/MWEjUEmA/hls/index.m3u8
海岛生活1,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/f3/op/3a/ja/1bfcd36a631e400f9e673a66fbfb7385.m3u8?
海岛生活2,https://v4.cvhlscdn.com/20220807/thM7wsId/hls/index.m3u8
海岛生活3,https://v4.cvhlscdn.com/20220823/sFbrS6lG/hls/index.m3u8
甜美游戏陪玩1,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/uu/7f/bg/b5/28ed051cdec84ccc98cb9a8a72b2a1aa.m3u8?
甜美游戏陪玩2,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/ex/yn/el/3k/09f83fc673314e1c8fda7139737b4f1a.m3u8?
甜美游戏陪玩3,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/us/6e/s5/8s/72622236ce244252b9726a3530820f28.m3u8?
甜美游戏陪玩4,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/yf/kq/h5/62/0edc074baab140e1976e12e1099d70d2.m3u8?
晨钟/暮鼓1,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/qu/rw/07/7u/3f708cc50f054574b72074d960e31609.m3u8?
晨钟/暮鼓2,https://v4.cvhlscdn.com/20220713/pU4sKd7M/hls/index.m3u8
青蛇,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/2v/hl/ll/f0/ec17339c89b348b3a3d66edfeb412b24.m3u8?
蛇喰梦子的陨落,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/zh/qy/yi/94/89/6dc3c8cb9112436682a5af22588f52a0.m3u8?
情人节特辑,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/zh/gj/v2/mf/a8/77534e95584448e4a62d3205b260e398.m3u8?
动漫《缘之空》穹妹,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/11/pw/5m/9o/7767714a57434242a353b23d4a3ef841.m3u8?
纯性爱练习手册,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/cg/ph/pg/jv/e48dfc4be58e4e6dab20065a71925079.m3u8?
按摩师,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/8t/0r/9y/ho/5819556d96384d6f8b0db87e873e440a.m3u8?
兔女郎,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/u2/ni/d4/7e/8b76511993614e2c84bcf6a7e2ead496.m3u8?
独自练习1,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/i6/ic/gf/sz/5aae7ba090374eb89fa4cf650d8a8c27.m3u8?
独自练习2,https://v4.cvhlscdn.com/20220623/M51SpQDH/hls/index.m3u8
短片-淫娃兔兔1,https://v4.cvhlscdn.com/20230331/y91SjDPu/hls/index.m3u8
短片-淫娃兔兔2,https://v4.cvhlscdn.com/20230331/MWiLI2Qw/hls/index.m3u8
短片-淫娃兔兔3,https://v4.cvhlscdn.com/20230331/wSIHQxRx/hls/index.m3u8
短片-圣诞隐藏私拍,https://v4.cvhlscdn.com/20230201/SJ4Xi371/hls/index.m3u8
短片-圣诞兔兔,https://v4.cvhlscdn.com/20230127/JnUEZ6Of/hls/index.m3u8
短片-甜酷酷,https://v4.cvhlscdn.com/20221221/esuqsIX3/hls/index.m3u8
短片-万圣节•特写,https://v4.cvhlscdn.com/20221130/2afJFH36/hls/index.m3u8
短片-白丝诱惑,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/pc/pl/12/8b/e42a460570f24b01a74d96680dda0786.m3u8?
短片-连体衣,https://v4.cvhlscdn.com/20220820/UJzhqJ5w/hls/index.m3u8
短片-美臀福利,https://v4.cvhlscdn.com/20221105/J0hLzAts/hls/index.m3u8
短片-碎花内衣,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/zh/69/jb/bi/fw/20126e7e0a12462b918d967cf87b8bda.m3u8?
短片-情趣女仆,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/am/jr/eo/yr/895402a7622e48228f71fb2b874345d6.m3u8?
